userName,title,rating,date,version,isEdited,voteCount,review,developerResponse,country,title_clean,review_clean,title_normalized,review_normalized,text_clean,text_normalized,text_length,word_count,has_title,has_review,username_clean
Cavida hardy,TIKTOk STOP,3,2025-08-16 15:43:44+00:00,41.2.0,False,0,I think TikTok should let all ages use TikTok and stop banning them well not like 4 or 5 like you know 10-13 or 12 because I think it’s not fair to the kids that got banned and when I got banned I couldn’t log out of my banned account like it should have log out immediately but no it wasn’t doing that so yes TikTok let 10-12 or 13 have TikTok,,us,TIKTOk STOP,I think TikTok should let all ages use TikTok and stop banning them well not like 4 or 5 like you know 10-13 or 12 because I think it’s not fair to the kids that got banned and when I got banned I couldn’t log out of my banned account like it should have log out immediately but no it wasn’t doing that so yes TikTok let 10-12 or 13 have TikTok,tiktok stop,i think tiktok should let all ages use tiktok and stop banning them well not like 4 or 5 like you know 10-13 or 12 because i think it s not fair to the kids that got banned and when i got banned i couldn t log out of my banned account like it should have log out immediately but no it wasn t doing that so yes tiktok let 10-12 or 13 have tiktok,TIKTOk STOP I think TikTok should let all ages use TikTok and stop banning them well not like 4 or 5 like you know 10-13 or 12 because I think it’s not fair to the kids that got banned and when I got banned I couldn’t log out of my banned account like it should have log out immediately but no it wasn’t doing that so yes TikTok let 10-12 or 13 have TikTok,tiktok stop i think tiktok should let all ages use tiktok and stop banning them well not like 4 or 5 like you know 10-13 or 12 because i think it s not fair to the kids that got banned and when i got banned i couldn t log out of my banned account like it should have log out immediately but no it wasn t doing that so yes tiktok let 10-12 or 13 have tiktok,356,74,True,True,Cavida hardy
Aguythatsmad,Tiktok filter/adjustment problem,3,2025-08-16 15:42:52+00:00,41.2.0,False,0,I have been using tiktok for years now and i was a android user aswell.When i was using android it was a lot easier to find filters and easier to adjust my fave etc. but now i cant even change the size of my face in ios??? Why??,,us,Tiktok filter/adjustment problem,I have been using tiktok for years now and i was a android user aswell. When i was using android it was a lot easier to find filters and easier to adjust my fave etc. but now i cant even change the size of my face in ios? ? ? Why? ?,tiktok filter adjustment problem,i have been using tiktok for years now and i was a android user aswell. when i was using android it was a lot easier to find filters and easier to adjust my fave etc. but now i cant even change the size of my face in ios? ? ? why? ?,Tiktok filter/adjustment problem I have been using tiktok for years now and i was a android user aswell. When i was using android it was a lot easier to find filters and easier to adjust my fave etc. but now i cant even change the size of my face in ios? ? ? Why? ?,tiktok filter adjustment problem i have been using tiktok for years now and i was a android user aswell. when i was using android it was a lot easier to find filters and easier to adjust my fave etc. but now i cant even change the size of my face in ios? ? ? why? ?,265,55,True,True,Aguythatsmad
Aiden Mangroo,Can get back TikTok,1,2025-08-16 15:08:02+00:00,41.2.0,False,0,"So I got banned from TikTok because of my age, but I am 13 but the age requirement is 12 so I try to sign back in, but then I can’t get back in for some reason",,us,Can get back TikTok,"So I got banned from TikTok because of my age, but I am 13 but the age requirement is 12 so I try to sign back in, but then I can’t get back in for some reason",can get back tiktok,"so i got banned from tiktok because of my age, but i am 13 but the age requirement is 12 so i try to sign back in, but then i can t get back in for some reason","Can get back TikTok So I got banned from TikTok because of my age, but I am 13 but the age requirement is 12 so I try to sign back in, but then I can’t get back in for some reason","can get back tiktok so i got banned from tiktok because of my age, but i am 13 but the age requirement is 12 so i try to sign back in, but then i can t get back in for some reason",179,41,True,True,Aiden Mangroo
Pink toes with rice,Amazing,5,2025-08-16 14:59:05+00:00,41.2.0,False,0,It’s soooooo amazing,,us,Amazing,It’s soooooo amazing,amazing,it s soooooo amazing,Amazing It’s soooooo amazing,amazing it s soooooo amazing,28,4,True,True,Pink toes with rice
Strar mints,This stupidity is annoying,1,2025-08-16 14:57:33+00:00,41.2.0,False,0,I am 11 years old and my cousin is also 11 years old and my account got banned for my god dam age limit,,us,This stupidity is annoying,I am 11 years old and my cousin is also 11 years old and my account got banned for my god dam age limit,this stupidity is annoying,i am 11 years old and my cousin is also 11 years old and my account got banned for my god dam age limit,This stupidity is annoying I am 11 years old and my cousin is also 11 years old and my account got banned for my god dam age limit,this stupidity is annoying i am 11 years old and my cousin is also 11 years old and my account got banned for my god dam age limit,130,28,True,True,Strar mints
Ayisha Ibrahim,Followers decrease,1,2025-08-16 14:45:51+00:00,41.2.0,False,0,My business account followers have decreased automatically... Please fix the problem 🙏🏻,,us,Followers decrease,My business account followers have decreased automatically. . . Please fix the problem 🙏🏻,followers decrease,my business account followers have decreased automatically. . . please repair the problem,Followers decrease My business account followers have decreased automatically. . . Please fix the problem 🙏🏻,followers decrease my business account followers have decreased automatically. . . please repair the problem,108,16,True,True,Ayisha Ibrahim
DeniWantsToEat,Very Irritating,3,2025-08-16 14:30:59+00:00,41.2.0,False,0,"Right now, I am extremely irritated every time I try to like a video. It says you’re tapping too fast. Take a break. What do you mean please fix this",,us,Very Irritating,"Right now, I am extremely irritated every time I try to like a video. It says you’re tapping too fast. Take a break. What do you mean please fix this",very irritating,"right now, i am extremely irritated every time i try to like a video. it says you re tapping too fast. take a break. what do you mean please repair this","Very Irritating Right now, I am extremely irritated every time I try to like a video. It says you’re tapping too fast. Take a break. What do you mean please fix this","very irritating right now, i am extremely irritated every time i try to like a video. it says you re tapping too fast. take a break. what do you mean please repair this",165,32,True,True,DeniWantsToEat
Ilovegoldfishhh,HOW DARE U,2,2025-08-16 14:29:02+00:00,41.2.0,False,0,HOW DARE U TAKE AWAY POSTING PHOTOS IN COMMENT SECTIONS UR SO FAKE FOR THAT,,us,HOW DARE U,HOW DARE U TAKE AWAY POSTING PHOTOS IN COMMENT SECTIONS UR SO FAKE FOR THAT,how dare u,how dare u take away posting photos in comment sections ur so fake for that,HOW DARE U HOW DARE U TAKE AWAY POSTING PHOTOS IN COMMENT SECTIONS UR SO FAKE FOR THAT,how dare u how dare u take away posting photos in comment sections ur so fake for that,86,18,True,True,Ilovegoldfishhh
Baddieuwu,Get rid of the 5 hashtag thing,3,2025-08-16 14:20:13+00:00,41.2.0,False,0,Please get rid of the 5 hashtags,,us,Get rid of the 5 hashtag thing,Please get rid of the 5 hashtags,get rid of the 5 hashtag thing,please get rid of the 5 hashtags,Get rid of the 5 hashtag thing Please get rid of the 5 hashtags,get rid of the 5 hashtag thing please get rid of the 5 hashtags,63,14,True,True,Baddieuwu
OKBoomer00,Great visionOS app; needs tvOS & watchOS presence,1,2025-08-16 14:13:58+00:00,41.2.0,False,0,"One technical issue on visionOS is that if someone texts me a link to a TikTok video, it won’t open that link in the app on visionOS. It forces me to take off the Vision Pro and use a different device. Please fix.",,us,Great visionOS app; needs tvOS & watchOS presence,"One technical issue on visionOS is that if someone texts me a link to a TikTok video, it won’t open that link in the app on visionOS. It forces me to take off the Vision Pro and use a different device. Please fix.",great visionos application needs tvos watchos presence,"one technical issue on visionos is that if someone texts me a link to a tiktok video, it won t open that link in the application on visionos. it forces me to take off the vision pro and use a different device. please repair","Great visionOS app; needs tvOS & watchOS presence One technical issue on visionOS is that if someone texts me a link to a TikTok video, it won’t open that link in the app on visionOS. It forces me to take off the Vision Pro and use a different device. Please fix.","great visionos application needs tvos watchos presence one technical issue on visionos is that if someone texts me a link to a tiktok video, it won t open that link in the application on visionos. it forces me to take off the vision pro and use a different device. please repair",263,51,True,True,OKBoomer00
fakeunicornkitty,keeps logging me out,1,2025-08-16 14:02:16+00:00,41.2.0,False,0,it’s always resetting entirely,,us,keeps logging me out,it’s always resetting entirely,keeps logging me out,it s always resetting entirely,keeps logging me out it’s always resetting entirely,keeps logging me out it s always resetting entirely,51,8,True,True,fakeunicornkitty
Itsdabum,Account deletion,3,2025-08-16 14:01:16+00:00,41.2.0,False,0,I need help deleting my account but I don’t know the code you gave me before to delete it,,us,Account deletion,I need help deleting my account but I don’t know the code you gave me before to delete it,account deletion,i need help deleting my account but i don t know the code you gave me before to delete it,Account deletion I need help deleting my account but I don’t know the code you gave me before to delete it,account deletion i need help deleting my account but i don t know the code you gave me before to delete it,106,21,True,True,Itsdabum
mjzve,tik tok,4,2025-08-16 13:53:54+00:00,41.2.0,False,0,"i like it but 4 stars because i always get videos that REALLY don’t have to be in tik tok, i always report this video but in time tik tok says that he didn’t see anything wrong when there is a naked women o r something like that , i mean not just naked women, its nothing normal in there,there is a lot of not kids videos that has to be deleted but tik tok just didn’t pay attention on this",,us,tik tok,"i like it but 4 stars because i always get videos that REALLY don’t have to be in tik tok, i always report this video but in time tik tok says that he didn’t see anything wrong when there is a naked women o r something like that, i mean not just naked women, its nothing normal in there, there is a lot of not kids videos that has to be deleted but tik tok just didn’t pay attention on this",tik tok,"i like it but 4 stars because i always get videos that really don t have to be in tik tok, i always report this video but in time tik tok says that he didn t see anything wrong when there is a naked women o r something like that, i mean not just naked women, its nothing normal in there, there is a lot of not kids videos that has to be deleted but tik tok just didn t pay attention on this","tik tok i like it but 4 stars because i always get videos that REALLY don’t have to be in tik tok, i always report this video but in time tik tok says that he didn’t see anything wrong when there is a naked women o r something like that, i mean not just naked women, its nothing normal in there, there is a lot of not kids videos that has to be deleted but tik tok just didn’t pay attention on this","tik tok i like it but 4 stars because i always get videos that really don t have to be in tik tok, i always report this video but in time tik tok says that he didn t see anything wrong when there is a naked women o r something like that, i mean not just naked women, its nothing normal in there, there is a lot of not kids videos that has to be deleted but tik tok just didn t pay attention on this",398,83,True,True,mjzve
